Adari Road,20.9868829557,70.3309581144,"Gir Somnath,Adari Road",Gir Somnath
Adarki(Satara),17.9220157272,74.1932162789,"Adarki,Satara,India",Satara
Adas,22.483333,73.033333,"Adas, Gujarat, India",Anand
Adavali,16.9218301,73.5928138,"Adavali, Adavali, Maharashtra 416712, India",Ratnagiri
Adda Cholang,31.6172811,75.6419023,"Adda Cholang, Punjab 144204, India",Hoshiarpur
Addanki,15.810707,79.9724245,"Addanki, Andhra Pradesh 523201, India",Prakasam
Adesar,23.551929,70.972065,"Kutch,Adesar",Kutch
Adgaon Budruk,21.1223693,76.9427006,"Adgaon Budruk, Maharashtra 444126, India",Akola
Adhaun,30.0212766,76.840383,"Adhaun, Haryana 136118, India",Kurukshetra
Adhichanur,12.0423264,79.190122,"Adhichanur, Tamil Nadu, India",Villupuram
Adhikari,26.5771421072,88.1701322596,"Darjeeling,Adhikari",Darjeeling
Adilabad,19.67,78.53,"Adilabad, Telangana 504001, India",Adilabad
Adipur,23.073454,70.090585,"Adipur, Gandhidham, Gujarat, India",Kutch
Adirampattinam,10.3413175,79.3796453,"Adirampattinam, Tamil Nadu, India",Thanjavur
Adiyakkamangalam,10.762611,79.677529,"Adiyakkamangalam, Tamil Nadu, India",Thiruvarur
Adoni,15.6322227,77.2728368,"Adoni, Andhra Pradesh, India",Kurnool
Adooka,28.2271549,75.670208,"Adooka, Rajasthan, India",Jhunjhunu
Adoor,9.1512395,76.7307663,"Adoor, Kerala, India",Pathanamthitta
Adra,23.5,86.67,"Adra, West Bengal 723121, India",Purulia
Adraj Moti,23.264317,72.5737187,"Adraj Moti, Gujarat, India",Gandhinagar
Aduthurai,10.976147,79.3268397,"Maruthuvakudi, Tamil Nadu, India",Thanjavur
Aelahi,24.8014495011,82.9869032708,"Aelahi,Sonbhadra",Sonbhadra
Afzala,25.9366045,86.2387144,"Afzala, Bihar 847203, India",Darbhanga
Agaram,11.6182798,79.689499,"Agaram, Tamil Nadu, India",Cuddalore
Agaram Sibbandi,12.3923264,79.098099,"Agaram Sibbandi, Tamil Nadu 606802, India",Tiruvannamalai
Agardi,23.7951762,86.277434,"Agardi, Jharkhand, India",Dhanbad
Agarhunda,25.1936661,81.1085744,"Agarhunda, Uttar Pradesh, India",Chitrakoot
Agarota,26.3317067,77.7652346,"Agarota, Madhya Pradesh 476221, India",Morena
Agartala,23.831457,91.2867777,"Agartala, Tripura, India",West Tripura
Agasod,24.2799298,78.1735438,"Agasod, Madhya Pradesh 470113, India",Sagar
Agasod,24.2344053,78.2276776,"Agasod, Madhya Pradesh, India",Sagar
Agatti,10.8575607,72.1934421,"Agatti Island, Agatti",Agatti
Agauthar Sundar,26.0106127,84.8528837,"Agauthar Sundar, Bihar 841411, India",Saran
Agave,17.3840471,73.5270189,"Agave, Maharashtra 415606, India",Ratnagiri
Agaya,27.2008747,83.344206,"Agaya, Uttar Pradesh, India",Maharajganj
Agayanandanpur,23.2836751,87.1510164,"Agayanandanpur, West Bengal, India",Bankura
Agbandha Bangali,27.3470281,95.661571,"Agbandha Bangali, Assam, India",Tinsukia
Ageibehera,21.0139003,86.3211959,"Ageibehera, Odisha 756121, India",Bhadrak
Aghur,19.9570488,74.7746684,"Aghur, Maharashtra, India",Aurangabad
Agra,27.1766701,78.0080745,"Agra, Uttar Pradesh, India",Agra
Agran Dhulgaon,16.9660626,74.9252615,"Agran Dhulgaon, Maharashtra 416411, India",Sangli
Agumbe,13.5026635,75.0903154,"Agumbe, Karnataka, India",Shimoga
Aguru,18.2627508,83.1273705,"Aguru, Andhra Pradesh, India",Vishakhapatnam
Ahiran,24.5182109,88.0263536,"Ahiran, West Bengal, India",Murshidabad
Ahju,32.0239431,76.7061885,"Ahju Railway Station, National Highway 20, Ahju, Himachal Pradesh 175032, India",Mandi
Ahmadpur,18.7061945,76.938379,"Ahmadpur, Maharashtra 413515, India",Latur
Ahmadpur(Birbhum),23.830864,87.6913936,"Ahmadpur, West Bengal 731201, India",Birbhum
Ahmadpur(Kurukshetra),30.1150806,76.8562405,"Ahmadpur, Haryana 136135, India",Kurukshetra
Ahmedabad,23.022505,72.5713621,"Ahmedabad, Gujarat, India",Ahmedabad
Ahmedgarh,30.678,75.827,"Ahmedgarh, Punjab, India",Sangrur
Ahmednagar,19.0952075,74.7495916,"Ahmednagar, Maharashtra, India",Ahmednagar
Aigari,24.2427181,77.0636419,"Aigari, Madhya Pradesh 473115, India",Guna
Aihole,16.019844,75.88099,"Aihole, Karnataka 587124, India",Bagalkot
Ailum,29.2767887,77.2943743,"Ailum, Uttar Pradesh 247771, India",Shamli
Ait,25.901773,79.228763,"Ait,Raichur,India",Raichur
Aithal Buzurg,29.8161425,78.048075,"Aithal Buzurg, Uttarakhand 247663, India",Haridwar
Aithar,26.5597686,78.6724937,"Aithar, Madhya Pradesh 477001, India",Bhind
Aithor,23.7697573,72.4036218,"Aithor, Gujarat, India",Mehsana
Aiti,26.3846453,78.219132,"Aiti, Madhya Pradesh 476444, India",Bhind
Aiveli,11.4898103,77.8967468,"Aiveli, Tamil Nadu, India",Salem
Aizawl,23.727107,92.7176389,"Aizawl, Mizoram, India",Aizawl
Ajabpura,25.7316414,71.1270268,"Ajabpura, Rajasthan, India",Barmer
Ajangaon Village,21.2730788566,78.6756277084,"Ajangaon Village,Nagpur",Nagpur
Ajanta,20.5333,75.75,"Ajanta, Maharashtra 431117, India",Aurangabad
Ajanta and Ellora Caves,20.5518603,75.7032521,"Ajanta and Ellora Caves,Maharashtra,India",Aurangabad
Ajanti,21.891765,76.2884592,"Ajanti, Madhya Pradesh, India",Khandwa
Ajara,16.1158553,74.2105955,"Ajara, Maharashtra 416505, India",Kolhapur
Ajaraka,27.9593499,76.557493,"Ajaraka, Rajasthan, India",Alwar
Ajayabpur,28.4707852,77.5948946,"Ajayabpur, Uttar Pradesh 203202, India",Gautam Buddh Nagar
Ajhuwa,25.701252,81.2463763,"Ajhuwa, Uttar Pradesh 212217, India",Kaushambi
Ajit,25.8587784,72.6772016,"Ajit, Rajasthan 344021, India",Barmer
Ajitwal,30.814,75.338,"Ajitwal, Punjab, India",Moga
Ajjakollu,16.3295104,77.8653126,"Ajjakollu, Telangana, India",Mahabubnagar
Ajjampur,13.7273292,76.005824,"Ajjampur, Karnataka 577547, India",Chikkamagaluru
Ajmer,26.4498954,74.6399163,"Ajmer, Rajasthan, India",Ajmer
Ajupura,22.5991901,73.0113786,"Ajupura, Gujarat 388360, India",Anand
Akaipur,23.0949617,88.7181937,"Akaipur, Akaipur, West Bengal 743710, India",North 24 Parganas
Akaltara,22.02,82.43,"Akaltara, Chhattisgarh 495552, India",Janjgir-Champa
Akashi,23.4032934,84.830315,"Akashi, Jharkhand 835325, India",Lohardaga
AkbarGanj,26.5318498091,81.5023326874,"Amethi,AkbarGanj",Amethi
Akbarnagar,25.2360213,86.8421053,"Akbarnagar, Bihar 812006, India",Bhagalpur
Akbarpur,26.4407468,82.5537514,"Akbarpur, Uttar Pradesh 224122, India",Ambedkar Nagar
Akhaj,23.4861543,72.4627983,"Akhaj, Gujarat 382865, India",Mehsana
Akhlaspur,29.2237806,78.2775129,"Akhlaspur, Uttar Pradesh 246729, India",Bijnor
Akividu,16.5823155,81.3783772,"Akividu, Andhra Pradesh 534235, India",West Godavari
Akkalkot,17.5242162,76.2054416,"Akkalkot, Maharashtra 413216, India",Solapur
Akodia,23.38,76.6,"Akodia, Madhya Pradesh 465223, India",Shajapur
Akola,20.7,77,"Akola, Maharashtra, India",Akola
Akola(Solapur),17.3728776,75.1487007,"Akola, Maharashtra, India",Solapur
Akorhi,25.1759974,82.4576741,"Akorhi, Uttar Pradesh, India",Mirzapur
Akot,21.1,77.06,"Akot, Maharashtra 444101, India",Akola
Akrali,15.4244505,74.4408385,"Akrali, Karnataka, India",Uttara Kannada
Akshaywat Rai Nagar(Vaishali),25.6888381949,85.3140311603,"Akshaywat Rai Nagar,Vaishali,India",Vaishali
Akya Najik,23.3400182,75.5014641,"Akya Najik, Madhya Pradesh, India",Ujjain
Alagdiha,23.7331888,86.4528865,"Alagdiha, Jharkhand, India",Dhanbad
Alaicherra Pt II,24.4285116,92.5569436,"Alaicherra Pt II, Assam, India",Hailakandi
Alaicherra Pt VI,24.4049287,92.5470339,"Alaicherra Pt VI, Assam, India",Hailakandi
Alakudi,10.7730722,79.0517936,"Alakudi, Tamil Nadu 613601, India",Thanjavur
Alampar,21.9475782,71.7207271,"Alampar, Gujarat 364320, India",Bhavnagar
Alampur Road,15.8952183064,78.0472183228,"Kurnool,Alampur Road",Kurnool
Alamuru,16.7889753,81.8838931,"Aalamuru, Andhra Pradesh, India",East Godavaris
Aland,17.57,76.57,"Aland, Karnataka 585302, India",Gulbarga
Alangulam (Rajapalayam),9.4808087,77.6257914,"Alangulam Road, North Karisalkulam, Gurusamiyapuram, Tamil Nadu 626125, India",Virudhunagar
Alangulam (Tirunelveli),8.87,77.5,"Alangulam, Tamil Nadu, India",Tirunelveli
Alangulam Tnc,9.3719064,77.6721098,"TNC Alangulam, State Highway 186, Lakshmipuram, Tamil Nadu 626127, India",Virudhunagar
Alappuzha,9.4980667,76.3388484,"Alappuzha, Kerala, India",Alappuzha
Alarpur,20.5431557,85.9585544,"Alarpur, Odisha 754025, India",Cuttack
Alathur(Kerala),10.6419924,76.5449647,"Alathur, Kerala, India",Palakkad
Alathur(Tamilnadu),10.4896963,79.3488278,"Alathur, Tamil Nadu 614901, India",Thanjavur
Alawalpur,31.43,75.65,"Alawalpur, Punjab 144301, India",Jalandhar
Alchi,34.2250417,77.1708039,"Alchi,Jammu & Kashmir,India",Alchi
Alehpur Halt,26.2090074096,84.7891792142,"Alehpur Halt,Bihar,India",Saran
Aler,17.6401613,79.0362544,"Aler, Telangana, India",Nalgonda
Alesur,21.7169183,78.8863847,"Alesur, Madhya Pradesh, India",Chhindwara
Algapur Pt IV,24.7483032,92.5966036,"Algapur Pt IV, Assam 788150, India",Hailakandi
Algawan(Hardoi),27.6998300275,79.9637317657,"Algawan,Hardoi,India",Hardoi
Alia,22.4522297,70.2110679,"Alia, Gujarat, India",Jamnagar
Alibag,18.6553938,72.8670819,"Alibag, Maharashtra, India",Raigad
Aligarh,27.9,78.08,"Aligarh, Uttar Pradesh, India",Aligarh
Alijanga,20.7266393,86.1128314,"Alijanga, Odisha 755044, India",Jajpur
Alikhoja,22.9764949,88.3712796,"Alikhoja, West Bengal, India",Hooghly
Alindra,22.4508685,73.226405,"Alindra, Gujarat 391775, India",Vadodara
Alipor,20.791111,73.065278,"Alipor, Gujarat, India",Navsari
Alipore,22.531111,88.331944,"Alipore, Kolkata, West Bengal, India",Kolkata
Alipur Bihta,25.4536178,85.4556077,"Alipur Bihta, Bihar, India",Patna
Alipurduar,26.4918891,89.5271026,"Alipurduar, West Bengal, India",Jalpaiguri
Aliyabad,16.8885535,75.777846,"Aliyabad, Karnataka, India",Bijapur
Allagadda,15.1344838,78.5031721,"Allagadda, Andhra Pradesh 518543, India",Kurnool
Allahabad,25.4358011,81.846311,"Allahabad, Uttar Pradesh, India",Allahabad
Allur,10.8717707,78.6283515,"Allur, Tamil Nadu, India",Tiruchirappalli
Almapur,27.2135768,80.853001,"Almapur, Uttar Pradesh 261303, India",Sitapur
Almatti,16.3515456,75.8795378,"Almatti, Karnataka 586201, India",Bijapur
Almora,29.5892407,79.646666,"Almora, Uttarakhand, India",Almora
Alnavar,15.426952,74.7380961,"Alnavar, Karnataka, India",Belagavi
Along,28.1627836,94.8054142,"Aalo, 791001",West Siang
Alote,23.76214,75.55991,"Alote, Madhya Pradesh 457114, India",Ratlam
Alta,26.3534207,91.6882181,"Alta, Assam 781380, India",Kamrup
Alur(Hassan),12.979283,75.9913141,"Alur, Karnataka 573213, India",Hassan
Alur(Kanyakumari),8.1912047,77.3841197,"Alur, Tamil Nadu, India",Kanyakumari
Aluva,10.1075702,76.345662,"Aluva, Kerala, India",Ernakulam
Aluvalli,12.8534497,75.7197039,"Aluvalli, Karnataka, India",Hassan
Alwar,27.5609324,76.6250168,"Alwar, Rajasthan, India",Alwar
Alwarthirunagari,8.6052365,77.9438811,"Alwarthirunagari, Tamil Nadu 628612, India",Thoothukudi
Amadi,21.3716982,79.2493438,"Amadi, Maharashtra 441105, India",Nagpur
Amalabhata,19.8285473,83.4603538,"Amalabhata, Odisha 765021, India",Rayagada
Amalapuram,16.5720904,82.0008548,"Amalapuram, Andhra Pradesh, India",East Godavari
Amalner,21.045414,75.061311,"Amalner, Maharashtra, India",Jalgaon
Amalsad,20.8175942,72.9549149,"Amalsad, Gujarat, India",Navsari
Amaravathi,16.5729831,80.3575128,"Amaravathi, Andhra Pradesh 522020, India",Guntur
Amarda Road,21.7287708,87.1011267,"Amarda Road, Odisha 756030, India",Balasore
Amargadia,21.0600258,86.4617379,"Amargadia, Odisha, India",Bhadrak
Amarkantak,22.6822292,81.7532219,"Amarkantak, Madhya Pradesh, India",Anuppur
Amarkhal,24.5448805,92.4295185,"Amarkhal, Assam 788734, India",Karimganj
Amarnath,34.2147664,75.5058321,"Amarnath,Jammu & Kashmir,India",Anantnag
Amarpura Rathan,29.4118852,74.0083073,"Amarpura Rathan, 18 Pbn-B, Rajasthan 335803, India",Sri Ganganagar
Amarpura Urf Gurthuri,30.051735,74.8419405,"Amarpura Urf Gurthuri, Punjab 151401, India",Bathinda
Amarsar,22.5868331,70.9115822,"Amarsar, Gujarat 363621, India",Rajkot
Amava,27.0304577,82.2990584,"Amava, Uttar Pradesh 271305, India",Basti
Amba,22.3737739,87.2891854,"Amba, West Bengal 721301, India",West Medinipur
Ambaji,24.3310019,72.8516531,"Ambaji, Gujarat 385110, India",Banaskantha
Ambajipeta,16.593917,81.945306,"Ambajipeta, Andhra Pradesh, India",East Godavari
Ambajogai,18.73,76.38,"Ambajogai, Maharashtra 431517, India",Beed
Ambala,30.3781788,76.7766974,"Ambala City, Haryana, India",Ambala
Ambala(Hingoli),19.4250389,77.1657716,"Ambala, Maharashtra, India",Hingoli
Ambalapuzha,9.3772533,76.3577837,"Ambalapuzha, Kerala 688561, India",Alappuzha
Ambale,18.4123239,74.1650991,"Ambale, Maharashtra, India",Pune
Ambalgram,23.6889979,88.0827481,"Ambalgram, West Bengal 713140, India",Bardhaman
Ambaliyasan,23.44615,72.42292,"Ambaliyasan, Gujarat 382732, India",Mehsana
Ambari,26.6445756,88.5057574,"Ambari, West Bengal, India",Jalpaiguri
Ambarishpuram,13.0910212,79.7301725,"Ambarishpuram, Tamil Nadu, India",Vellore
Ambasamudram,8.7,77.47,"Ambasamudram, Tamil Nadu, India",Tirunelveli
Ambav(Kheda),22.7969047,73.255158,"Ambav, Gujarat, India",Kheda
Ambav(Vadodara),22.1756372,73.3561327,"Ambav, Gujarat 391107, India",Vadodara
Ambedkar Gawn,26.2680552,80.4656781,"Ambedkar Gawn, Uttar Pradesh 209402, India",Kanpur Nagar
Ambedkar Nagar,26.4683952,82.6915429,"Ambedkar Nagar, Uttar Pradesh, India",Ambedkar Nagar
Ambedu Kh.,17.1960406,73.5387991,"Ambedu Kh., Maharashtra 415611, India",Ratnagiri
Ambhua,24.5477945,87.8623411,"Ambhua, West Bengal, India",Birbhum
Ambikapur,23.1354921,83.1817856,"Ambikapur, Chhattisgarh, India",Surguja
Amboli,15.9625,73.997778,"Amboli, Maharashtra 416510, India",Sindhudurg
Ambur,12.7903613,78.7166084,"Ambur, Tamil Nadu, India",Vellore
Amet,25.3,73.93,"Amet, Rajasthan 313332, India",Rajsamand
Amethi,26.1540538,81.814238,"Amethi, Uttar Pradesh 227405, India",Sultanpur
Amgaon,21.3684301,80.3797834,"Amgaon, Maharashtra 441902, India",Gondia
Amgawan,23.8581544,79.9808143,"Amgawan, Madhya Pradesh, India",Katni
Amghata,23.4131423,88.4234245,"Amghata, West Bengal 741315, India",Nadia
Amghatta Bhagwatipur Amghatta,26.5707948,85.532898,"Amghatta Bhagwatipur Amghatta, Bihar 843314, India",Sitamarhi
Amhera,29.2622941,78.2839186,"Amhera, Uttar Pradesh 246726, India",Bijnor
Aminabad,25.525612,87.4678266,"Aminabad, Bihar 854106, India",Katihar
Amingad,16.0573268,75.9445822,"Amingad, Karnataka, India",Bagalkot
Aminpur(Hooghly),22.8338117,88.1230375,"Aminpur, West Bengal 712405, India",Hooghly
Aminpur(North 24 Parganas),22.6769012,88.5776688,"Aminpur, West Bengal, India",North 24 Parganas
Amirgadh,24.4069659,72.6402482,"Amirgadh, Gujarat 385130, India",Banaskantha
Amita,22.5865653,85.8204646,"Amita, Jharkhand, India",West Singhbhum
Amiya,25.5497093,84.5268063,"Amiya, Bihar, India",Bhojpur
Amjhar,23.7327073,86.4971277,"Amjhar, Jharkhand, India",Dhanbad
Amjharia,23.6187338,84.7655017,"Amjharia, Jharkhand 829210, India",Latehar
Amjonga,25.9709745,90.8413068,"Amjonga, Assam 783124, India",Goalpara
Amla,21.924335,78.127856,"Amla, Madhya Pradesh, India",Betul
Amlagora,22.8473803,87.3240961,"Amlagora, West Bengal 721121, India",West Medinipur
Amlai CT Part,23.1987518,81.5870604,"Amlai, Madhya Pradesh, India",Shahdol
Amlakhurd,21.5005076,76.6521006,"Amlakhurd, Madhya Pradesh 450221, India",Khandwa
Amlela,32.0765091,76.0842187,"Amlela, Himachal Pradesh 176210, India",Kangra
Amlori Sarsar,26.2701792,84.3515759,"Amlori Sarsar, Bihar, India",Siwan
Amma,22.9327807,85.0363372,"Amma, Jharkhand 835227, India",Khunti
Ammachattiram,10.5236955,78.7844548,"Ammachattiram, Tamil Nadu, India",Pudukkottai
Ammanabrolu,15.5866602,80.1456496,"Ammanabrolu, Andhra Pradesh 523180, India",Prakasam
Ammanur,10.6308794567,79.6407404108,"Ammanur,Thiruvarur",Thiruvarur
Ammapattinam,10.0151625,79.2295006,"Ammapattnam, Tamil Nadu 614617, India",Pudukkottai
Ammapet,10.7922564,79.3212058,"Ammapet, Tamil Nadu, India",Thiruvarur
Ammasandra,13.2624466,76.712728,"Ammasandra, Karnataka 572211, India",Tumkur
Ammoor,12.9767298,79.3648596,"Ammoor, Tamil Nadu 632501, India",Vellore
Amod,22,72.87,"Amod, Gujarat 392110, India",Bharuch
Amoni,23.3685407,77.5425957,"Amoni, Madhya Pradesh 462010, India",Bhopal
Ampapuram,16.5989518,80.893817,"Ampapuram, Andhra Pradesh, India",Krishna
Amrapur,23.3977718,72.9135734,"Amrapur, Gujarat, India",Sabarkatha
Amravati,20.9374238,77.7795513,"Amravati, Maharashtra, India",Amravati
Amreli,21.62,71.23,"Amreli, Gujarat 365601, India",Amreli
Amritsar,31.6339793,74.8722642,"Amritsar, Punjab, India",Amritsar
Amroha,28.9043537,78.4673426,"Amroha, Uttar Pradesh, India",Amroha
Amruthalur,16.117689,80.659861,"Amruthalur, Andhra Pradesh 522325, India",Guntur
Amruthapura,14.1409685,76.2493603,"Amruthapura, Karnataka 577557, India",Chitradurga
Amrutvel,21.0742575,71.6803132,"Amrutvel, Gujarat 364290, India",Bhavnagar
Amta,22.571111,88.008889,"Amta, West Bengal 711401, India",Howrah
Anakapalle,17.686,83.008781,"Anakapalle, Andhra Pradesh, India",Vishakhapatnam
Anakara,9.666,77.161,"Anakkara, Kerala, India",Idukki
Anand,22.556,72.951,"Anand, Gujarat, India",Anand
Anandapura,14.0740417,75.2070644,"Anandapura, Karnataka 577412, India",Shimoga
Anandpur,21.1588796,73.6506776,"Anandpur, Gujarat, India",Tapi
Anandpur Sahib,31.2344015,76.5054652,"Anandpur Sahib, Punjab 140117, India",Rupnagar
Anandwasi,28.2671302,74.5668327,"Anandwasi, Rajasthan, India",Churu
Anangur,11.3961586,77.8238627,"Anangur, Tamil Nadu 637304, India",Namakkal
Anantapalli,16.9760176,81.4457522,"Anantapalli, Andhra Pradesh 534111, India",West Godavari
Anantapur,14.6818877,77.6005911,"Anantapur, Andhra Pradesh, India",Anantapuram
Anantapur(North 24 Parganas),22.6383752,88.8874797,"Anantapur, West Bengal, India",North 24 Parganas
Anantarajupet,13.9998740393,79.3028162419,"Kadapa,Anantarajupet",Kadapa
Ananthagiri,18.1968728,82.9978626,"Ananthagiri, Andhra Pradesh 535145, India",Vishakhapatnam
Anantnag,33.7311255,75.1487007,Anantnag,Anantnag
Anaparthy,16.9346502,81.9551186,"Anaparthy, Andhra Pradesh, India",East Godavari
Anawal,20.8394063,73.2640044,"Anawal, Gujarat, India",Surat
Andal,23.5821152,87.1857273,"Andal, West Bengal, India",Bardhaman
Andampallam,12.090348,79.1671988,"Andampallam, Tamil Nadu 606804, India",Tiruvannamalai
Andippatti,10.0015161,77.6163803,"Andippatti, Tamil Nadu, India",Theni
Anekal,12.7105259,77.6911295,"Anekal, Karnataka, India",Bangalore Urban
Angadageri,16.4557708,75.8475853,"Angadageri, Karnataka, India",Bijapur
Angadipuram,10.97981,76.194122,"Angadipuram, Kerala, India",Malappuram
Angai,26.6034526,77.4716313,"Angai, Rajasthan 328031, India",Dhaulpur
Angalakuduru,16.239167,80.611667,"Angalakuduru, Andhra Pradesh, India",Guntur
Angamaly,10.1849092,76.3753046,"Angamaly, Kerala, India",Ernakulam
Angar,25.7976267,85.9023396,"Angar, Bihar, India",Samastipur
Anghadi,22.8133738,73.2942267,"Anghadi, Gujarat, India",Kheda
Angul,20.8444033,85.1510818,"Angul, Odisha, India",Angul
Anindra,22.8273172,71.6931539,"Anindra, Gujarat, India",Surendranagar
Anini,28.7979562,95.9013541,"Anini 792101,Arunachal Pradesh,India",Dibang Valley
Anjangaon,21.16,77.31,"Anjangaon, Maharashtra, India",Amravati
Anjankhed,20.0511731,77.1398878,"Anjankhed, Maharashtra 444505, India",Washim
Anjar,23.1379042,70.0172075,"Anjar, Gujarat, India",Kutch
Anjaw,27.920141,96.328297,"Anjaw District,Arunacal Pradesh,India",Anjaw
Ankali,16.5409644,74.6722459,"Ankali, Karnataka 591213, India",Belagavi
Ankhi,22.0749,72.8538,"Ankhi,Bharuch",Bharuch
Ankireddypalli,15.3960875,79.0072883,"Ankireddypalli, Andhra Pradesh 523356, India",Prakasam
Anklav,22.39127,72.99455,"Anklav, Gujarat, India",Anand
Ankleshwar,21.6264236,73.0151984,"Ankleshwar, Gujarat, India",Bharuch
Ankola,14.667,74.3,"Ankola, Karnataka, India",Uttara Kannada
Anlajodi,22.327887,86.1878899,"Anlajodi, Odisha 757042, India",Mayurbhanj
Annavaram,17.281989,82.405525,"East Godavari,Annavaram",East Godavari
Annavarappadu,16.139562,79.9276651,"Annavarappadu, Andhra Pradesh, India",Guntur
Annechakenahalli,12.7245408,76.2971463,"Annechakenahalli, Karnataka, India",Hassan
Annigeri,15.43,75.43,"Annigeri, Karnataka 582201, India",Dharwad
Annigeri Rural,15.4169363,75.4053367,"Annigeri Rural, Karnataka, India",Dharwad
Annur,11.2321032,77.106716,"Annur, Tamil Nadu 641653, India",Coimbatore
Anora,26.779591,80.8405468,"Anora, Uttar Pradesh, India",Lucknow
Anta,25.1694747,76.3116235,"Anta, Rajasthan, India",Baran
Antharagange,13.137523,78.1148,"Antharagange,Karnataka,India",Shimoga
Anupalem,16.468,79.953889,"Anupalem, Andhra Pradesh, India",Guntur
Anupgarh,29.189444,73.208333,"Anupgarh, Rajasthan 335701, India",Sri Ganganagar
Anuppur,23.1136554,81.697629,"Anuppur, Madhya Pradesh 484224, India",Anuppur
Anupshahar,28.9552177,75.2099821,"Anupshahar, Rajasthan, India",Hanumangarh
Anverthikanpettai,13.0461347,79.5687728,"Anverthikanpettai, Tamil Nadu, India",Vellore
Anwarpur,28.7112642,77.6965573,"Anwarpur, Uttar Pradesh 245304, India",Ghaziabad
Aphala Pathar,26.4705448,92.5470339,"Aphala Pathar, Assam 782122, India",Nagaon
Appikatla,15.9729456,80.5091133,"Appikatla, Andhra Pradesh 522310, India",Guntur
Apta(Raigad),18.8634073491,73.1531524658,"Apta,Raigad,India",Raigad
Arabagatta,13.8935207,76.139243,"Arabagatta, Karnataka 577554, India",Chitradurga
Araji Garalbari,26.4330748,88.7433859,"Araji Garalbari, West Bengal 735132, India",Jalpaiguri
Arakkonam,13.0752392,79.6558242,"Arakkonam, Tamil Nadu, India",Vellore
Araku Valley,18.3333,82.8667,"Araku, Andhra Pradesh, India",Vishakhapatnam
Aralaguppe(Tumkur),13.2672332472,76.5737307072,"Aralaguppe,Tumkur,India",Tumkur
Aralvaimozhi,8.2482,77.5278,"Aralvaimozhi, Tamil Nadu, India",Kanyakumari
Arambagh,22.88,87.78,"Arambagh, West Bengal, India",Hooghly
Arambakkam,13.5380722,80.0716523,"Arambakkam, Tamil Nadu 524401, India",Tiruvallur
Arang,21.2,81.97,"Arang, Chhattisgarh 493441, India",Raipur
Aranthangi,10.1631,78.9962,"Aranthangi, Tamil Nadu 614616, India",Pudukkottai
